History,Stock,% of Portfolio,RecentActivity,Shares,ReportedPrice*,Value,Unnamed: 7,Current Price,+/-Reported Price,52Week Low,52Week High,Investor,Page
≡,BAM - Brookfield Asset Management,0.36,,55915,$55.28,"$3,091,000",,$60.01,8.56%,$38.32,$64.10,FPA Queens Road Small Cap Value Fund,1
≡,THS - TreeHouse Foods,0.35,,154992,$19.42,"$3,010,000",,$18.50,-4.74%,$17.54,$43.84,FPA Queens Road Small Cap Value Fund,1
≡,ANGI - Angi Inc.,0.33,Buy,187037,$15.26,"$2,854,000",,$18.35,20.25%,$10.88,$29.15,FPA Queens Road Small Cap Value Fund,1
≡,KNF - Knife River Corp.,0.33,Reduce 15.32%,34651,$81.64,"$2,829,000",,$89.33,9.42%,$73.91,$108.83,FPA Queens Road Small Cap Value Fund,1
≡,FSBC - Five Star Bancorp,0.32,Add 39.41%,97223,$28.54,"$2,775,000",,$31.20,9.32%,$21.91,$34.41,FPA Queens Road Small Cap Value Fund,1
≡,DECK - Deckers Outdoor,0.28,,23807,$103.08,"$2,454,000",,$105.52,2.37%,$93.72,$223.98,FPA Queens Road Small Cap Value Fund,1
≡,UNF - UniFirst Corp.,0.27,,12712,$188.25,"$2,393,000",,$174.87,-7.11%,$156.05,$242.84,FPA Queens Road Small Cap Value Fund,1
≡,FSTR - LB Foster Co.,0.26,,102635,$21.87,"$2,245,000",,$22.90,4.71%,$17.16,$29.78,FPA Queens Road Small Cap Value Fund,1
≡,META - Meta Platforms Inc.,5.79,Reduce 0.84%,497683,$738.09,"$367,335,000",,$751.48,1.81%,$479.43,$796.25,Steven Romick - FPA Crescent Fund,1
≡,ADI - Analog Devices,5.15,Reduce 0.15%,1373352,$238.02,"$326,885,000",,$230.44,-3.18%,$157.93,$247.73,Steven Romick - FPA Crescent Fund,1
≡,GOOGL - Alphabet Inc.,4.92,,1772624,$176.23,"$312,390,000",,$201.57,14.38%,$140.36,$206.56,Steven Romick - FPA Crescent Fund,1
≡,TEL - TE Connectivity plc,4.63,,1742366,$168.67,"$293,885,000",,$203.39,20.58%,$115.79,$212.76,Steven Romick - FPA Crescent Fund,1
≡,C - Citigroup Inc.,4.44,Reduce 10.65%,3312847,$85.12,"$281,990,000",,$93.74,10.13%,$54.51,$96.27,Steven Romick - FPA Crescent Fund,1
≡,CMCSA - Comcast Corp.,3.98,,7087694,$35.69,"$252,960,000",,$33.89,-5.04%,$31.03,$44.12,Steven Romick - FPA Crescent Fund,1
≡,SAFRY - Safran SA,3.41,,662981,$326.14,"$216,222,000",,$53.47,-83.61%,$37.16,$58.84,Steven Romick - FPA Crescent Fund,1
≡,HKHHF - Heineken Holding NV,3.31,,2812483,$74.62,"$209,874,000",,$74.00,-0.83%,$70.52,$85.50,Steven Romick - FPA Crescent Fund,1
≡,AMZN - Amazon.com Inc.,3.18,,918929,$219.39,"$201,604,000",,$228.01,3.93%,$161.38,$242.52,Steven Romick - FPA Crescent Fund,1
≡,IFF - International Flavors & Fragrances Inc.,3.01,,2596396,$73.55,"$190,965,000",,$65.83,-10.50%,$62.33,$105.18,Steven Romick - FPA Crescent Fund,1
≡,FERG - Ferguson Enterprises Inc.,2.71,,789964,$217.75,"$172,015,000",,$232.38,6.72%,$145.43,$235.12,Steven Romick - FPA Crescent Fund,1
≡,AON - Aon Plc,2.68,Reduce 3.28%,477746,$356.76,"$170,441,000",,$372.86,4.51%,$322.37,$411.24,Steven Romick - FPA Crescent Fund,1
≡,GOOG - Alphabet Inc. CL C,2.65,Reduce 1.97%,949395,$177.39,"$168,413,000",,$202.49,14.15%,$142.49,$208.21,Steven Romick - FPA Crescent Fund,1
≡,JDEPY - JDE Peets NV,2.65,,5885188,$28.57,"$168,114,000",,$11.71,-59.01%,$9.83,$15.07,Steven Romick - FPA Crescent Fund,1
≡,PROSF - Prosus NV,2.55,,2882508,$56.11,"$161,734,000",,$37.17,-33.76%,$26.68,$69.23,Steven Romick - FPA Crescent Fund,1
≡,CHTR - Charter Communications,2.53,,393387,$408.81,"$160,821,000",,$267.01,-34.69%,$254.67,$437.06,Steven Romick - FPA Crescent Fund,1
≡,LPLA - LPL Financial Holdings Inc.,2.33,Reduce 3.51%,394126,$374.97,"$147,785,000",,$351.28,-6.32%,$203.69,$403.23,Steven Romick - FPA Crescent Fund,1
≡,HCMLF - Holcim Ltd.,2.22,Reduce 24.80%,1897889,$74.25,"$140,927,000",,$93.78,26.30%,$58.52,$97.00,Steven Romick - FPA Crescent Fund,1
≡,NTDOF - Nintendo Co. Ltd,2.1,Reduce 8.30%,1388280,$96.03,"$133,316,000",,$54.66,-43.08%,$39.01,$60.53,Steven Romick - FPA Crescent Fund,1
≡,JEF - Jefferies Financial Group Inc.,1.96,,2277248,$54.69,"$124,543,000",,$59.77,9.29%,$38.72,$81.05,Steven Romick - FPA Crescent Fund,1
≡,AMRZ.SW - AMRIZE Ltd.,1.91,Buy,2429341,$49.88,"$121,176,000",,,,,,Steven Romick - FPA Crescent Fund,1
≡,ERFSF - Eurofins Scientific SE,1.84,,1637209,$71.27,"$116,681,000",,$59.18,-16.96%,$44.13,$67.71,Steven Romick - FPA Crescent Fund,1
≡,NXPI - NXP Semiconductors NV,1.66,,482460,$218.49,"$105,413,000",,$229.27,4.93%,$147.40,$254.98,Steven Romick - FPA Crescent Fund,1
≡,GLNCY - Glencore Plc,1.65,Add 7.74%,26947501,$3.90,"$105,008,000",,$9.91,154.10%,$9.04,$12.58,Steven Romick - FPA Crescent Fund,1
≡,WFC - Wells Fargo,1.64,Reduce 24.37%,1297290,$80.12,"$103,939,000",,$77.53,-3.23%,$49.13,$84.33,Steven Romick - FPA Crescent Fund,1
≡,KMX - CarMax Inc.,1.61,,1521148,$67.21,"$102,236,000",,$59.38,-11.65%,$54.53,$91.25,Steven Romick - FPA Crescent Fund,1
≡,CFRUY - Compagnie Financiere Richemont Switz ADR,1.56,Reduce 1.37%,523798,$189.22,"$99,114,000",,$14.53,-92.32%,$11.41,$16.91,Steven Romick - FPA Crescent Fund,1
≡,MTN - Vail Resorts Inc.,1.56,Add 22.37%,628910,$157.13,"$98,821,000",,$155.37,-1.12%,$128.03,$191.75,Steven Romick - FPA Crescent Fund,1
≡,003550.KS - LG Corp.,1.34,Reduce 1.43%,1442197,$58.84,"$84,854,000",,,,,,Steven Romick - FPA Crescent Fund,1
≡,ICLR - ICON plc,1.33,Add 69.20%,580243,$145.45,"$84,396,000",,$179.64,23.51%,$125.10,$328.35,Steven Romick - FPA Crescent Fund,1
≡,028260.KS - Samsung C&T Corp.,1.3,,694573,$119.18,"$82,781,000",,,,,,Steven Romick - FPA Crescent Fund,1
≡,PDRDY - Pernod-Ricard SA,1.26,,800753,$99.75,"$79,879,000",,,,,,Steven Romick - FPA Crescent Fund,1
≡,MAR - Marriott Int'l.,1.24,,288240,$273.21,"$78,750,000",,$266.78,-2.35%,$204.87,$306.04,Steven Romick - FPA Crescent Fund,1
≡,KMI - Kinder Morgan,1.15,Reduce 13.43%,2488164,$29.40,"$73,152,000",,$26.40,-10.20%,$19.69,$30.49,Steven Romick - FPA Crescent Fund,1
≡,FBIN - Fortune Brands Innovations Inc.,1.04,Add 148.28%,1283314,$51.48,"$66,065,000",,$59.89,16.34%,$46.98,$89.46,Steven Romick - FPA Crescent Fund,1
≡,DEI - Douglas Emmett Inc.,0.98,,4120722,$15.04,"$61,976,000",,$15.03,-0.07%,$12.24,$19.80,Steven Romick - FPA Crescent Fund,1
≡,UBER - Uber Technologies Inc.,0.98,Reduce 15.09%,665742,$93.30,"$62,114,000",,$95.32,2.17%,$59.33,$97.72,Steven Romick - FPA Crescent Fund,1
≡,BIO - Bio-Rad Laboratories Inc.,0.93,Add 2.95%,243903,$241.32,"$58,859,000",,$288.37,19.50%,$211.43,$387.99,Steven Romick - FPA Crescent Fund,1
≡,WAB - WABTEC Corp.,0.93,,281311,$209.35,"$58,892,000",,$192.68,-7.96%,$151.42,$215.82,Steven Romick - FPA Crescent Fund,1
≡,NEXOF - NEXON Co. Ltd.,0.92,Reduce 25.65%,2912637,$20.14,"$58,665,000",,$18.52,-8.04%,$15.78,$21.58,Steven Romick - FPA Crescent Fund,1
≡,VNO - Vornado Realty Trust,0.87,,1448615,$38.24,"$55,395,000",,$37.13,-2.90%,$29.68,$45.86,Steven Romick - FPA Crescent Fund,1
≡,NATL - NCR Atleos Corp.,0.83,,1845291,$28.53,"$52,646,000",,$38.82,36.07%,$22.30,$39.56,Steven Romick - FPA Crescent Fund,1
≡,DELL - Dell Technologies Inc.,0.81,,418505,$122.60,"$51,309,000",,$135.20,10.28%,$65.55,$145.54,Steven Romick - FPA Crescent Fund,1
≡,HWM - Howmet Aerospace Inc.,0.8,Reduce 30.95%,273035,$186.13,"$50,820,000",,$171.90,-7.65%,$90.46,$193.13,Steven Romick - FPA Crescent Fund,1
≡,271560.KS - ORION Corp.,0.61,Add 0.46%,484725,$80.46,"$39,003,000",,,,,,Steven Romick - FPA Crescent Fund,1
≡,MCDIF - McDermott International Inc.,0.54,,2851883,$12.00,"$34,223,000",,$0.25,-97.92%,$0.08,$0.30,Steven Romick - FPA Crescent Fund,1
≡,SATS - EchoStar Corp.,0.54,Add 31.82%,1230584,$27.70,"$34,087,000",,$27.49,-0.76%,$14.90,$34.20,Steven Romick - FPA Crescent Fund,1
≡,VYX - NCR Voyix Corp.,0.51,,2751836,$11.73,"$32,279,000",,$12.45,6.14%,$7.55,$15.34,Steven Romick - FPA Crescent Fund,1
≡,GPOR - Gulfport Energy Corp.,0.48,Reduce 42.31%,150028,$201.17,"$30,181,000",,$163.80,-18.58%,$135.84,$210.32,Steven Romick - FPA Crescent Fund,1
≡,AVGO - Broadcom Inc.,0.34,Reduce 37.99%,78590,$275.65,"$21,663,000",,$294.91,6.99%,$133.38,$317.35,Steven Romick - FPA Crescent Fund,1
≡,0019.HK - Swire Pacific Ltd,0.28,,2098628,$8.57,"$17,990,000",,,,,,Steven Romick - FPA Crescent Fund,1
≡,DLVHF - Delivery Hero SE,0.24,,551839,$27.14,"$14,979,000",,$31.71,16.84%,$17.80,$36.26,Steven Romick - FPA Crescent Fund,1
≡,PCG - PG&E Corp.,0.16,,720710,$13.94,"$10,047,000",,$15.60,11.91%,$12.97,$21.62,Steven Romick - FPA Crescent Fund,1
≡,MSFT - Microsoft Corp.,12.18,,1315000,$497.41,"$654,094,000",,$509.77,2.48%,$344.16,$555.45,Mairs & Power Growth Fund,1
≡,NVDA - NVIDIA Corp.,9.96,,3385338,$157.99,"$534,850,000",,$175.64,11.17%,$86.61,$184.48,Mairs & Power Growth Fund,1
≡,AMZN - Amazon.com Inc.,6.83,,1672000,$219.39,"$366,820,000",,$228.01,3.93%,$161.38,$242.52,Mairs & Power Growth Fund,1
≡,JPM - JPMorgan Chase & Co.,5.85,Reduce 11.81%,1083000,$289.91,"$313,973,000",,$290.66,0.26%,$196.20,$301.29,Mairs & Power Growth Fund,1
≡,UNH - United Health Group Inc.,4.12,Add 22.59%,708583,$311.97,"$221,057,000",,$304.24,-2.48%,$234.60,$621.24,Mairs & Power Growth Fund,1
≡,GGG - Graco Inc.,3.3,,2059774,$85.97,"$177,079,000",,$86.22,0.29%,$71.58,$91.95,Mairs & Power Growth Fund,1
≡,V - Visa Inc.,2.94,Reduce 3.27%,444000,$355.05,"$157,642,000",,$342.45,-3.55%,$263.46,$374.85,Mairs & Power Growth Fund,1
≡,AAPL - Apple Inc.,2.92,Reduce 21.57%,763800,$205.17,"$156,709,000",,$230.56,12.38%,$168.80,$259.18,Mairs & Power Growth Fund,1
≡,FI - Fiserv Inc.,2.8,,873395,$172.41,"$150,582,000",,$139.11,-19.31%,$128.22,$238.59,Mairs & Power Growth Fund,1
≡,TTC - Toro Co.,2.63,,1999523,$70.68,"$141,326,000",,$78.02,10.38%,$62.00,$91.20,Mairs & Power Growth Fund,1
≡,RHHBY - Roche Holding AG ADR,2.42,,3192509,$40.76,"$130,127,000",,$40.64,-0.29%,$29.20,$42.43,Mairs & Power Growth Fund,1
≡,META - Meta Platforms Inc.,2.41,Buy,175000,$738.09,"$129,166,000",,$751.48,1.81%,$479.43,$796.25,Mairs & Power Growth Fund,1
≡,GOOG - Alphabet Inc. CL C,2.35,Reduce 16.44%,710145,$177.39,"$125,973,000",,$202.49,14.15%,$142.49,$208.21,Mairs & Power Growth Fund,1
≡,FAST - Fastenal,2.29,,2924000,$42.00,"$122,808,000",,$49.90,18.81%,$31.38,$49.94,Mairs & Power Growth Fund,1
≡,MSI - Motorola Solutions Inc.,2.26,,288500,$420.46,"$121,303,000",,$460.41,9.50%,$387.87,$503.98,Mairs & Power Growth Fund,1
≡,LLY - Eli Lilly & Co.,2.21,,152539,$779.53,"$118,909,000",,$703.21,-9.79%,$622.41,$965.15,Mairs & Power Growth Fund,1
≡,LNT - Alliant Energy,2.19,,1948000,$60.47,"$117,796,000",,$66.02,9.18%,$54.71,$66.76,Mairs & Power Growth Fund,1
≡,WEC - WEC Energy Group,2.15,,1105500,$104.20,"$115,193,000",,$108.48,4.11%,$87.18,$110.99,Mairs & Power Growth Fund,1
≡,LFUS - Littelfuse Inc.,2.0,,473000,$226.73,"$107,243,000",,$252.85,11.52%,$141.63,$273.08,Mairs & Power Growth Fund,1
≡,VZ - Verizon Communications,1.95,,2421000,$43.27,"$104,757,000",,$44.94,3.86%,$36.40,$45.87,Mairs & Power Growth Fund,1
≡,SHW - Sherwin-Williams,1.94,Reduce 3.18%,304000,$343.36,"$104,381,000",,$367.93,7.16%,$307.50,$397.81,Mairs & Power Growth Fund,1
≡,NVT - nVent Electric plc,1.8,,1318919,$73.25,"$96,611,000",,$88.15,20.34%,$41.44,$92.75,Mairs & Power Growth Fund,1
≡,ROK - Rockwell Automation Inc.,1.55,,250000,$332.17,"$83,043,000",,$343.51,3.41%,$213.27,$359.54,Mairs & Power Growth Fund,1
≡,WFC - Wells Fargo,1.54,,1035500,$80.12,"$82,964,000",,$77.53,-3.23%,$49.13,$84.33,Mairs & Power Growth Fund,1
≡,QCOM - QUALCOMM Inc.,1.5,,506000,$159.26,"$80,586,000",,$156.25,-1.89%,$120.08,$179.10,Mairs & Power Growth Fund,1
≡,TSM - Taiwan Semiconductor S.A.,1.44,,342000,$226.49,"$77,460,000",,$232.70,2.74%,$133.78,$248.28,Mairs & Power Growth Fund,1
≡,FUL - H.B. Fuller Co.,1.41,,1262674,$60.15,"$75,950,000",,$59.99,-0.27%,$47.16,$84.62,Mairs & Power Growth Fund,1
≡,ECL - Ecolab Inc.,1.39,,278015,$269.44,"$74,908,000",,$283.66,5.28%,$221.08,$285.11,Mairs & Power Growth Fund,1
≡,TECH - Bio-Techne Corp.,1.34,,1393800,$51.45,"$71,711,000",,$54.87,6.65%,$45.87,$80.52,Mairs & Power Growth Fund,1
≡,HRL - Hormel Foods Corp.,1.22,,2171592,$30.25,"$65,691,000",,$28.41,-6.08%,$27.07,$32.84,Mairs & Power Growth Fund,1
≡,JNJ - Johnson & Johnson,1.15,,405725,$152.75,"$61,974,000",,$177.80,16.40%,$138.38,$178.18,Mairs & Power Growth Fund,1
≡,TNC - Tennant Co.,1.13,,786000,$77.48,"$60,899,000",,$83.54,7.82%,$67.05,$97.46,Mairs & Power Growth Fund,1
≡,KHC - Kraft Heinz Co.,0.97,,2015000,$25.82,"$52,027,000",,$27.67,7.16%,$25.44,$35.08,Mairs & Power Growth Fund,1
≡,CHRW - C.H. Robinson Worldwide,0.94,,525000,$95.95,"$50,374,000",,$123.82,29.05%,$84.13,$124.94,Mairs & Power Growth Fund,1
≡,PIPR - Piper Sandler Companies,0.87,,168000,$277.94,"$46,694,000",,$323.64,16.44%,$202.39,$346.38,Mairs & Power Growth Fund,1
≡,ENTG - Entegris Inc.,0.86,Add 44.08%,572000,$80.65,"$46,132,000",,$80.47,-0.22%,$60.61,$119.44,Mairs & Power Growth Fund,1
≡,CRM - Salesforce.com,0.67,,131277,$272.69,"$35,798,000",,$246.00,-9.79%,$226.48,$367.42,Mairs & Power Growth Fund,1
≡,WK - Workiva Inc.,0.55,,432857,$68.45,"$29,629,000",,$77.09,12.62%,$60.50,$116.83,Mairs & Power Growth Fund,1
≡,IDA - IDACORP Inc. Hldg. Co.,0.48,Buy,225000,$115.45,"$25,976,000",,$127.17,10.15%,$96.86,$127.22,Mairs & Power Growth Fund,1
≡,CASY - Casey's Gen'l Stores,0.41,,42748,$510.27,"$21,813,000",,$509.04,-0.24%,$348.89,$530.66,Mairs & Power Growth Fund,1
≡,CLFD - Clearfield Inc.,0.36,,440447,$43.41,"$19,120,000",,$31.95,-26.40%,$23.78,$46.76,Mairs & Power Growth Fund,1
≡,ABT - Abbott Labs,0.3,Reduce 48.16%,118361,$136.01,"$16,098,000",,$131.25,-3.50%,$108.25,$139.95,Mairs & Power Growth Fund,1
≡,MEDP - Medpace Holdings Inc.,0.26,Buy,45000,$313.87,"$14,124,000",,$462.14,47.24%,$250.05,$501.30,Mairs & Power Growth Fund,1
≡,DCI - Donaldson Co.,0.16,Reduce 66.08%,123647,$69.35,"$8,575,000",,$75.01,8.16%,$56.96,$77.69,Mairs & Power Growth Fund,1
≡,CVNA - Carvana Co.,31.83,Reduce 6.79%,510352,$336.96,"$171,968,000",,$344.24,2.16%,$124.39,$413.34,Robert Vinall - RV Capital GmbH,1
≡,META - Meta Platforms Inc.,19.54,,142988,$738.09,"$105,538,000",,$751.48,1.81%,$479.43,$796.25,Robert Vinall - RV Capital GmbH,1
≡,CACC - Credit Acceptance Corp.,12.16,,128929,$509.43,"$65,680,000",,$476.75,-6.42%,$409.22,$560.00,Robert Vinall - RV Capital GmbH,1
≡,WIX - Wix.com Ltd.,9.91,,338000,$158.46,"$53,559,000",,$126.62,-20.09%,$114.89,$247.11,Robert Vinall - RV Capital GmbH,1
≡,IBKR - Interactive Brokers Group Inc.,8.72,,849920,$55.41,"$47,094,000",,$62.41,12.63%,$29.89,$68.07,Robert Vinall - RV Capital GmbH,1
≡,PDD - Pinduoduo Inc.,6.5,,335569,$104.66,"$35,121,000",,$119.07,13.77%,$87.11,$155.67,Robert Vinall - RV Capital GmbH,1
≡,HTHT - H World Group Ltd ADR,4.14,,659652,$33.92,"$22,375,000",,$33.35,-1.68%,$26.65,$41.63,Robert Vinall - RV Capital GmbH,1
≡,YUMC - Yum China Holdings Inc.,4.07,,492265,$44.71,"$22,009,000",,$44.51,-0.45%,$32.38,$53.69,Robert Vinall - RV Capital GmbH,1
≡,GOOGL - Alphabet Inc.,1.06,Buy,32520,$176.23,"$5,731,000",,$201.57,14.38%,$140.36,$206.56,Robert Vinall - RV Capital GmbH,1
≡,MSFT - Microsoft Corp.,1.06,,11500,$497.39,"$5,720,000",,$509.77,2.49%,$344.16,$555.45,Robert Vinall - RV Capital GmbH,1
≡,PAYC - Paycom Software Inc.,0.53,,12395,$231.38,"$2,868,000",,$227.93,-1.49%,$152.34,$267.76,Robert Vinall - RV Capital GmbH,1
≡,DE - Deere & Co.,0.47,,5001,$508.50,"$2,543,000",,$489.44,-3.75%,$366.59,$532.10,Robert Vinall - RV Capital GmbH,1
≡,C - Citigroup Inc.,20.48,Reduce 2.94%,16175563,$85.12,"$1,376,864,000",,$93.74,10.13%,$54.51,$96.27,Greenhaven Associates,1
≡,GM - General Motors,17.32,Reduce 0.53%,23654358,$49.21,"$1,164,031,000",,$57.06,15.95%,$41.47,$60.75,Greenhaven Associates,1
≡,LEN - Lennar Corp.,15.62,Add 0.57%,9493585,$110.61,"$1,050,085,000",,$134.25,21.37%,$97.54,$190.83,Greenhaven Associates,1
≡,TOL - Toll Brothers,9.51,Add 0.71%,5601916,$114.13,"$639,347,000",,$132.18,15.82%,$86.26,$168.41,Greenhaven Associates,1
≡,PHM - PulteGroup Inc.,8.76,Reduce 0.12%,5580428,$105.46,"$588,512,000",,$130.37,23.62%,$87.88,$148.55,Greenhaven Associates,1
≡,DHI - D.R. Horton,7.06,Add 0.17%,3681063,$128.92,"$474,563,000",,$168.11,30.40%,$109.80,$197.64,Greenhaven Associates,1
≡,OSK - Oshkosh Corp.,4.31,Add 0.03%,2554406,$113.54,"$290,027,000",,$138.96,22.39%,$76.15,$141.98,Greenhaven Associates,1
≡,ARW - Arrow Electronics,3.63,Reduce 0.06%,1912699,$127.43,"$243,735,000",,$125.27,-1.70%,$86.50,$137.80,Greenhaven Associates,1
≡,MRP - Millrose Properties,3.35,Reduce 0.01%,7887516,$28.51,"$224,873,000",,$32.55,14.17%,$20.21,$32.60,Greenhaven Associates,1
≡,AVT - Avnet Inc.,3.13,Reduce 0.06%,3962937,$53.08,"$210,353,000",,$53.51,0.81%,$38.97,$58.11,Greenhaven Associates,1
≡,LEA - Lear Corp.,2.6,Reduce 0.10%,1841647,$94.98,"$174,920,000",,$103.07,8.52%,$73.21,$115.43,Greenhaven Associates,1
≡,MTH - Meritage Homes Corp.,1.49,Add 4.01%,1491955,$66.97,"$99,916,000",,$77.25,15.35%,$58.87,$105.15,Greenhaven Associates,1
≡,TEX - Terex Corp.,1.04,Reduce 0.21%,1499933,$46.69,"$70,032,000",,$50.86,8.93%,$31.30,$57.82,Greenhaven Associates,1
≡,NOV - Nov Inc.,0.92,Add 21.11%,4982516,$12.43,"$61,933,000",,$12.39,-0.32%,$10.59,$17.71,Greenhaven Associates,1
≡,LEN.B - Lennar Corp. CL B,0.57,,364059,$105.25,"$38,317,000",,$128.38,21.98%,$93.21,$174.66,Greenhaven Associates,1
≡,CRH - CRH plc,0.04,,26937,$91.81,"$2,473,000",,$112.44,22.47%,$76.45,$113.95,Greenhaven Associates,1
≡,ICLR - ICON plc,0.04,Buy,17633,$145.47,"$2,565,000",,$179.64,23.49%,$125.10,$328.35,Greenhaven Associates,1
≡,GS - Goldman Sachs Group,0.03,,2500,$707.60,"$1,769,000",,$721.38,1.95%,$437.20,$749.05,Greenhaven Associates,1
≡,SCHW - Charles Schwab Corp.,0.03,,20000,$91.25,"$1,825,000",,$95.76,4.94%,$60.38,$99.42,Greenhaven Associates,1
≡,A - Agilent Technologies,0.02,,10700,$118.04,"$1,263,000",,$120.11,1.75%,$96.23,$153.19,Greenhaven Associates,1
≡,JPM - JPMorgan Chase & Co.,0.02,,5000,$290.00,"$1,450,000",,$290.66,0.23%,$196.20,$301.29,Greenhaven Associates,1
≡,MS - Morgan Stanley,0.02,,10000,$140.90,"$1,409,000",,$144.07,2.25%,$91.36,$149.08,Greenhaven Associates,1
≡,G - Genpact Ltd.,0.01,Reduce 92.49%,11018,$44.02,"$485,000",,$44.79,1.75%,$37.35,$56.35,Greenhaven Associates,1
≡,STLA - Stellantis N.V.,0.01,Add 20.00%,36000,$10.03,"$361,000",,$9.94,-0.90%,$7.71,$15.55,Greenhaven Associates,1
≡,UNP - Union Pacific,0.01,,2032,$230.31,"$468,000",,$223.77,-2.84%,$203.43,$253.90,Greenhaven Associates,1
≡,NKE - NIKE Inc.,3.31,Add 8.10%,53400,$71.05,"$3,794,000",,$76.88,8.21%,$51.93,$89.11,Hillman Value Fund,1
≡,TROW - T. Rowe Price Group,2.93,Reduce 7.94%,34800,$96.49,"$3,358,000",,$106.30,10.17%,$76.80,$121.15,Hillman Value Fund,1
≡,EL - Estee Lauder Cos.,2.87,Reduce 25.68%,40800,$80.81,"$3,297,000",,$89.87,11.21%,$48.12,$101.93,Hillman Value Fund,1
≡,KHC - Kraft Heinz Co.,2.84,Reduce 7.82%,126200,$25.82,"$3,258,000",,$27.67,7.16%,$25.44,$35.08,Hillman Value Fund,1
≡,TSM - Taiwan Semiconductor S.A.,2.8,Buy,14200,$226.48,"$3,216,000",,$232.70,2.75%,$133.78,$248.28,Hillman Value Fund,1
≡,CMCSA - Comcast Corp.,2.79,Reduce 20.90%,89700,$35.69,"$3,201,000",,$33.89,-5.04%,$31.03,$44.12,Hillman Value Fund,1
≡,DD - DuPont de Nemours Inc.,2.79,Reduce 6.22%,46700,$68.59,"$3,203,000",,$73.78,7.57%,$53.45,$88.67,Hillman Value Fund,1
≡,CVS - CVS Health Corp.,2.78,Reduce 26.78%,46200,$68.98,"$3,187,000",,$70.97,2.88%,$42.12,$71.73,Hillman Value Fund,1
≡,DIS - Walt Disney Co.,2.77,Reduce 31.37%,25600,$124.02,"$3,175,000",,$116.27,-6.25%,$79.76,$124.69,Hillman Value Fund,1
≡,PFE - Pfizer Inc.,2.77,Reduce 13.19%,131000,$24.24,"$3,175,000",,$25.32,4.46%,$20.18,$28.43,Hillman Value Fund,1
≡,BA - Boeing Co.,2.76,Reduce 33.77%,15100,$209.54,"$3,164,000",,$225.00,7.38%,$128.88,$242.69,Hillman Value Fund,1
≡,MSFT - Microsoft Corp.,2.73,Reduce 35.71%,6300,$497.46,"$3,134,000",,$509.77,2.47%,$344.16,$555.45,Hillman Value Fund,1
≡,WBD - Warner Bros. Discovery Inc.,2.72,Reduce 27.55%,272400,$11.46,"$3,122,000",,$11.56,0.87%,$6.78,$13.87,Hillman Value Fund,1
≡,NUE - Nucor Corp.,2.71,Reduce 18.37%,24000,$129.54,"$3,109,000",,$145.91,12.64%,$97.18,$168.24,Hillman Value Fund,1
≡,T - AT&T Inc.,2.71,Reduce 28.76%,107500,$28.94,"$3,111,000",,$28.98,0.14%,$18.52,$29.16,Hillman Value Fund,1
≡,MCHP - Microchip Technology,2.7,Buy,44100,$70.36,"$3,103,000",,$64.71,-8.03%,$33.86,$80.85,Hillman Value Fund,1
≡,HSY - Hershey Co.,2.69,Reduce 19.83%,18600,$165.97,"$3,087,000",,$180.77,8.92%,$136.73,$202.98,Hillman Value Fund,1
≡,VZ - Verizon Communications,2.69,Reduce 23.06%,71400,$43.26,"$3,089,000",,$44.94,3.88%,$36.40,$45.87,Hillman Value Fund,1
≡,GSK - GSK plc,2.66,Reduce 28.73%,79400,$38.40,"$3,049,000",,$39.62,3.18%,$30.66,$42.72,Hillman Value Fund,1
≡,USB - U.S. Bancorp,2.66,Reduce 23.32%,67400,$45.25,"$3,050,000",,$46.21,2.12%,$34.80,$52.21,Hillman Value Fund,1
≡,GOOGL - Alphabet Inc.,2.64,Reduce 22.87%,17200,$176.22,"$3,031,000",,$201.57,14.39%,$140.36,$206.56,Hillman Value Fund,1
≡,AMD - Advanced Micro Devices,2.63,Buy,21300,$141.88,"$3,022,000",,$166.55,17.39%,$76.48,$186.65,Hillman Value Fund,1
≡,BMY - Bristol-Myers Squibb,2.63,Reduce 6.31%,65300,$46.29,"$3,023,000",,$48.34,4.43%,$42.96,$61.84,Hillman Value Fund,1
≡,CRM - Salesforce.com,2.61,Reduce 17.29%,11000,$272.73,"$3,000,000",,$246.00,-9.80%,$226.48,$367.42,Hillman Value Fund,1
≡,BAX - Baxter International Inc.,2.6,Reduce 12.50%,98700,$30.28,"$2,989,000",,$24.33,-19.65%,$21.33,$39.87,Hillman Value Fund,1
≡,ASML - ASML Holding NV,2.58,Reduce 32.73%,3700,$801.35,"$2,965,000",,$743.61,-7.21%,$575.26,$935.58,Hillman Value Fund,1
≡,BIIB - Biogen Inc.,2.58,Reduce 19.18%,23600,$125.59,"$2,964,000",,$138.86,10.57%,$110.04,$207.59,Hillman Value Fund,1
≡,BUD - Anheuser-Busch InBev,2.55,Reduce 37.68%,42500,$68.73,"$2,921,000",,$62.24,-9.44%,$45.21,$72.13,Hillman Value Fund,1
≡,IFF - International Flavors & Fragrances Inc.,2.54,Reduce 22.96%,39600,$73.56,"$2,913,000",,$65.83,-10.51%,$62.33,$105.18,Hillman Value Fund,1
≡,KMX - CarMax Inc.,2.54,Reduce 10.33%,43400,$67.21,"$2,917,000",,$59.38,-11.65%,$54.53,$91.25,Hillman Value Fund,1
